FID,region,prefecture,commune,canton,operateur,operateur_unitaire,lon,lat
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b86,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.120678,6.187373
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b85,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.19101,6.244282
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b85,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.19101,6.244282
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b84,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.155945,6.180704
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b84,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.155945,6.180704
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b83,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.125192,6.193778
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b83,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.125192,6.193778
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b82,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.120742,6.1888
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b82,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.120742,6.1888
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b81,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.175817,6.205728
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b81,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.175817,6.205728
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b80,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.272112,6.155118
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7f,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.191303,6.24364
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.15637,6.180491
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.15637,6.180491
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.15244,6.189066
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.15244,6.189066
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7c,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.228168,6.125218
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7c,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.228168,6.125218
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.124568,6.193684
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.124568,6.193684
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7a,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.176489,6.204994
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b7a,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.176489,6.204994
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b79,Maritime,Golfe,Golfe 1,Bè-Est,Moov,Moov,1.272468,6.155047
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b78,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.171312,6.182773
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b78,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.171312,6.182773
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b77,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.201215,6.114836
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b77,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.201215,6.114836
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b76,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.157036,6.180802
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b76,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.157036,6.180802
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b75,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.193807,6.186002
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b74,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.165295,6.19683
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b74,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.165295,6.19683
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b73,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.123395,6.186172
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b73,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.123395,6.186172
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b72,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.150314,6.188646
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b72,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.150314,6.188646
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b71,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.177091,6.204785
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b71,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.177091,6.204785
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b70,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.123607,6.194353
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b70,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.123607,6.194353
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6f,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.170732,6.19201
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6f,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.170732,6.19201
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6e,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.274997,6.15383
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6e,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.274997,6.15383
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.122298,6.186838
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6c,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.177622,6.204746
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6c,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.177622,6.204746
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6b,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.19465,6.186252
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6b,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.19465,6.186252
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6a,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.201213,6.115193
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b6a,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.201213,6.115193
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b69,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.172012,6.182471
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b68,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.180842,6.216377
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b68,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.180842,6.216377
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b67,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.148938,6.19236
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b67,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.148938,6.19236
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b66,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.19485,6.186327
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b66,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.19485,6.186327
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b65,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.157875,6.180987
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b65,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.157875,6.180987
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b64,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.235432,6.134766
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b64,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.235432,6.134766
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b63,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.122562,6.187498
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b62,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.201527,6.115382
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b62,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.201527,6.115382
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b61,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.180388,6.216398
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b60,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.124348,6.195016
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5f,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.195027,6.187075
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5f,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.195027,6.187075
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.17907,6.215163
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.17907,6.215163
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5d,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.19193,6.243971
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.152324,6.187017
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.152324,6.187017
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.12444,6.195253
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5a,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.234747,6.134018
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b5a,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.234747,6.134018
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b59,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.157989,6.180999
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b59,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.157989,6.180999
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b58,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.225222,6.124328
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b57,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.122198,6.187623
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b57,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.122198,6.187623
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b56,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.172573,6.183698
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b55,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.194517,6.187655
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b55,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.194517,6.187655
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b54,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.276453,6.152004
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b54,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.276453,6.152004
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b53,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.165237,6.19677
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b53,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.165237,6.19677
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b52,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.151788,6.186098
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b52,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.151788,6.186098
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b51,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.123853,6.196766
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b50,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.173442,6.193065
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b50,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.173442,6.193065
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4f,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.150282,6.191073
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4f,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.150282,6.191073
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4e,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.193045,6.243671
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.13691,6.19758
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.13691,6.19758
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.235028,6.134114
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4c,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.235028,6.134114
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4b,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.1962,6.187798
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4b,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.1962,6.187798
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b4a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.150482,6.186295
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b49,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.173035,6.184541
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b48,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.201192,6.115617
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b47,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.150573,6.186487
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b47,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.150573,6.186487
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b46,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.123175,6.188657
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b46,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.123175,6.188657
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b45,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.150397,6.184872
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b44,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.195563,6.186438
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b43,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.165435,6.196711
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b43,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.165435,6.196711
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b42,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.193392,6.243587
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b41,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.177774,6.215225
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b41,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.177774,6.215225
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b40,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.172505,6.184315
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3f,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.14901,6.184502
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3f,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.14901,6.184502
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3e,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.17307,6.192595
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3e,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.17307,6.192595
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.134712,6.197313
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3d,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.134712,6.197313
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.150235,6.192925
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.150235,6.192925
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.236237,6.134974
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3b,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.236237,6.134974
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b3a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.125224,6.19727
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b39,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.173925,6.184142
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b38,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.192315,6.24345
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b37,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.177138,6.212428
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b37,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.177138,6.212428
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b36,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.171851,6.205194
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b36,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.171851,6.205194
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b35,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.158762,6.178803
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b35,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.158762,6.178803
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b34,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.27735,6.15114
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b33,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.123673,6.187567
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b32,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.196453,6.185315
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b31,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.150395,6.184072
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b31,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.150395,6.184072
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b30,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.17769,6.212132
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2f,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.191712,6.243062
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2f,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.191712,6.243062
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2e,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.236745,6.135998
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2e,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.236745,6.135998
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2d,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.173277,6.190703
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2d,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.173277,6.190703
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2c,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.174322,6.183091
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.128353,6.197308
